"CO2 emisija, g/km",Color,Body type,Price,Catalytic converter,Tinted windows,First registration,Driven wheels,Fuel type,LED headlights,ESP,Fog lights,Number of seats,Mileage,Gearbox,Alarm,Electric mirrors,Heated mirrors,Lane Departure Warning,Fuel consuption Urban l/100 km,Boot cover,Start-Stop system,Tow hook,LED daytime running lights,Immobilizer,Hill-start assist control,Multifunctional steering wheel,Adaptive Cruise Control,Automatic headlamps,LCD monitor,MP3 player,Road sign recognition,Dimming mirror,AUX input,URL,ISOFIX mounts,Fuel consuption combined l/100 km,Rainfall sensor,Traction control system,Rear view camera,Cruise control,First registration country,Electric seats,Fuel consuption out-of-city l/100 km,Make,Model,Engine Power KW,Engine size in Cm3,car_id
86,Gray / silver,Off-road / Crossover,16999,0,1,2017,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,123550,Automatic,0,1,1,1,"3,4",1,0,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2017-gasoline-electricity-27127667.html,1,"3,8",1,1,1,1,Italy,0,41,Toyota,C-HR,90.0,Low,6417
145,Gray / silver,Off-road / Crossover,17000,1,1,2012,All wheel (4х4),Petrol / electricity,1,1,1,5,267000,Automatic,1,1,1,0,"6,5",1,0,1,1,1,1,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/lexus-rx-450h-3-5-l-off-road-crossover-2012-gasoline-electricity-27001261.html,1,"6,3",1,1,1,1,Germany,1,6,Lexus,RX 450h,220.0,Very Low,6418
145,Black,Off-road / Crossover,17000,1,1,2013,All wheel (4х4),Petrol / electricity,1,1,1,5,261000,Automatic,1,1,1,0,"6,5",1,0,0,1,1,1,1,0,1,0,1,1,1,1,https://en.autoplius.lt/ads/lexus-rx-450h-3-5-l-off-road-crossover-2013-gasoline-electricity-27001379.html,1,"6,3",1,1,1,1,Belgium,1,6,Lexus,RX 450h,220.0,Very Low,6419
0,Black,Limousine,17000,1,1,2016,All wheel (4х4),Petrol,1,1,1,5,186000,Automatic,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/audi-a8-3-0-l-limousine-2016-petrol-27170097.html,1,0,1,1,1,1,USA,1,0,Audi,A8,245.0,Very Low,6420
129,Yellow / gold,Off-road / Crossover,17000,0,1,2017,Front wheel drive (FWD),Diesel,1,0,1,5,214800,Automatic,1,1,1,1,"8,3",1,1,0,1,0,0,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/volkswagen-tiguan-2-0-l-off-road-crossover-2017-diesel-27007977.html,1,"7,1",1,1,1,1,Lithuania,0,59,Volkswagen,Tiguan,110.0,Low,6421
136,White,Off-road / Crossover,17000,1,1,2017,Front wheel drive (FWD),Petrol,1,0,0,5,97823,Automatic,0,1,1,1,"7,3",1,1,0,1,1,0,1,1,1,1,1,1,0,0,https://en.autoplius.lt/ads/peugeot-3008-1-6-l-off-road-crossover-2017-petrol-27201743.html,1,"5,7",1,0,1,1,Lithuania,0,48,Peugeot,3008,121.0,Low,6422
138,Gray / silver,Off-road / Crossover,17000,0,1,2018,Front wheel drive (FWD),Petrol,0,1,1,5,94345,Automatic,0,1,1,1,"7,4",0,0,0,0,0,1,1,1,0,1,0,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-2-l-off-road-crossover-2018-petrol-27167611.html,1,"6,1",1,1,1,1,0,0,53,Toyota,C-HR,85.0,Very Low,6423
111,Gray / silver,Hatchback,17000,1,1,2019,Front wheel drive (FWD),Petrol,1,1,1,5,52240,Automatic,1,1,1,0,"6,1",1,1,0,1,1,1,1,1,1,1,0,0,1,1,https://en.autoplius.lt/ads/volkswagen-golf-1-5-l-hatchback-2019-petrol-27122561.html,1,"4,9",1,1,1,1,Lithuania,0,42,Volkswagen,Golf,96.0,Very Low,6424
139,Black,Saloon / sedan,17000,1,1,2018,Front wheel drive (FWD),Diesel,1,1,1,5,108567,Automatic,0,1,1,0,"5,2",0,1,0,1,1,1,1,1,1,1,1,0,0,0,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-saloon-sedan-2018-diesel-27172759.html,1,"4,4",1,1,1,1,Lithuania,1,4,Volkswagen,Passat,110.0,Low,6425
0,Black,Limousine,17000,1,1,2016,All wheel (4х4),Petrol,1,1,1,5,186000,Automatic,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/audi-a8-3-0-l-limousine-2016-petrol-27170097.html,1,0,1,1,1,1,USA,1,0,Audi,A8,245.0,Very Low,6426
122,Gray / silver,Off-road / Crossover,17150,1,1,2019,Front wheel drive (FWD),Petrol,1,1,1,5,124778,Automatic,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/nissan-qashqai-1-3-l-off-road-crossover-2019-petrol-26873987.html,1,"5,4",1,1,1,1,Italy,1,0,Nissan,Qashqai,118.0,Very Low,6427
156,Black,Off-road / Crossover,17182,0,1,2020,Front wheel drive (FWD),Diesel,1,1,1,5,247000,Automatic,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,https://en.autoplius.lt/ads/volvo-xc40-2-0-l-off-road-crossover-2020-diesel-27218973.html,1,0,1,1,1,1,0,0,0,Volvo,XC40,110.0,Low,6428
156,White,Off-road / Crossover,17182,0,1,2020,Front wheel drive (FWD),Diesel,1,1,1,5,259000,Automatic,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,https://en.autoplius.lt/ads/volvo-xc40-2-0-l-off-road-crossover-2020-diesel-27168547.html,1,0,1,1,1,1,0,0,0,Volvo,XC40,110.0,Low,6429
118,Black,Hatchback,17200,1,1,2018,Front wheel drive (FWD),Diesel,1,1,1,5,109600,Automatic,1,1,1,1,"5,5",1,1,0,1,1,1,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/skoda-superb-2-0-l-hatchback-2018-diesel-26713327.html,1,"4,6",1,1,1,1,Lithuania,1,41,Skoda,Superb,110.0,Low,6430
0,Green / olive,Coupe,17200,1,1,2018,Rear wheel drive (RWD),Petrol,0,1,1,5,160000,Automatic,0,1,0,0,"12,4",0,0,0,0,1,0,1,0,1,0,0,0,0,1,https://en.autoplius.lt/ads/dodge-challenger-3-6-l-coupe-2018-petrol-26619767.html,0,"10,2",1,1,0,1,USA,0,78,Dodge,Challenger,224.0,Very Low,6431
138,Black,Off-road / Crossover,17200,1,1,2015,All wheel (4х4),Diesel,1,1,1,5,147000,Automatic,1,1,1,0,"5,7",1,1,0,1,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/bmw-x4-2-0-l-off-road-crossover-2015-diesel-27209209.html,1,"5,2",1,1,1,1,0,0,5,BMW,X4,140.0,Low,6432
86,Gray / silver,Off-road / Crossover,17290,1,1,2018,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,125233,Automatic,0,1,1,1,"3,4",1,0,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2018-gasoline-electricity-27047765.html,1,"3,8",1,1,1,1,Italy,0,41,Toyota,C-HR,90.0,Low,6433
185,Gray / silver,Pick-up,17299,1,1,2016,All wheel (4х4),Diesel,0,1,1,5,224273,Manual,1,1,1,0,"8,2",0,0,1,0,1,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/ford-ranger-2-2-l-pick-up-2016-diesel-26885681.html,1,"7,1",1,1,1,1,0,1,66,Ford,Ranger,118.0,Very Low,6434
78,Green / olive,Wagon,17300,0,0,2021,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,86400,Automatic,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-wagon-2021-gasoline-electricity-27207173.html,1,0,0,0,1,1,Lithuania,0,0,Toyota,Corolla,72.0,Low,6435
78,Green / olive,Hatchback,17300,0,0,2022,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,79700,Automatic,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-hatchback-2022-gasoline-electricity-27207171.html,1,0,0,0,1,1,Lithuania,0,0,Toyota,Corolla,72.0,Low,6436
141,White,Off-road / Crossover,17302,0,0,2021,Front wheel drive (FWD),Diesel,0,0,0,5,177000,Automatic,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/ford-kuga-1-5-l-off-road-crossover-2021-diesel-27098501.html,0,"5,4",0,0,0,1,France,0,41,Ford,Kuga,88.0,Low,6437
86,White,Off-road / Crossover,17346,1,1,2017,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,140464,Automatic,1,1,1,1,"3,4",1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2017-gasoline-electricity-26785975.html,1,"3,8",1,1,1,1,Belgium,0,41,Toyota,C-HR,90.0,Low,6438
152,Gray / silver,Wagon,17350,0,1,2018,All wheel (4х4),Diesel,0,1,1,5,214856,Automatic,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2018-diesel-27211301.html,1,0,1,1,1,1,Germany,1,6,Volkswagen,Passat,176.0,Low,6439
122,Gray / silver,Off-road / Crossover,17362,0,0,2021,Front wheel drive (FWD),Diesel,0,0,0,5,152000,Manual,0,0,0,0,"4,9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/peugeot-3008-1-5-l-off-road-crossover-2021-diesel-26678065.html,0,"4,6",0,0,0,1,France,0,46,Peugeot,3008,96.0,Low,6440
86,Gray / silver,Off-road / Crossover,17390,1,1,2017,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,113251,Automatic,0,1,1,1,"3,4",1,0,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2017-gasoline-electricity-26954805.html,1,"3,8",1,1,1,1,Italy,0,41,Toyota,C-HR,90.0,Low,6441
108,Gray / silver,Off-road / Crossover,17399,0,0,2020,Front wheel drive (FWD),Diesel,0,0,0,5,130000,Automatic,0,0,0,0,"4,4",0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/opel-grandland-x-1-5-l-off-road-crossover-2020-diesel-27098787.html,0,"4,1",0,0,0,1,France,0,39,Opel,Grandland X,96.0,Low,6442
92,Green / olive,Hatchback,17400,0,0,2023,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,26162,Automatic,0,0,0,1,"3,8",1,0,0,1,1,1,1,1,1,1,0,1,0,1,https://en.autoplius.lt/ads/mazda-2-1-5-l-hatchback-2023-gasoline-electricity-26735745.html,1,4,1,1,1,1,Germany,0,45,Mazda,2,68.0,Very Low,6443
144,Blue,Saloon / sedan,17400,1,0,2020,Front wheel drive (FWD),Petrol,1,1,0,5,26155,Automatic,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-saloon-sedan-2020-petrol-26917057.html,1,0,0,1,1,1,USA,0,0,Volkswagen,Passat,140.0,Low,6444
133,White,Off-road / Crossover,17400,0,1,2021,Front wheel drive (FWD),Petrol,1,1,1,5,29500,Automatic,0,1,1,1,"5,9",1,1,0,1,0,0,1,1,1,1,0,1,1,0,https://en.autoplius.lt/ads/opel-mokka-1-2-l-off-road-crossover-2021-petrol-27144101.html,1,"5,9",1,1,1,1,Lithuania,0,42,Opel,Mokka,96.0,Very Low,6445
126,Brown / beige,Wagon,17400,0,0,2018,0,Diesel,0,0,0,0,239860,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/volvo-v60-2-0-l-wagon-2018-diesel-27097545.html,0,0,0,0,0,0,0,0,0,Volvo,V60,110.0,Low,6446
92,Red / crimson,Off-road / Crossover,17400,1,1,2020,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,92000,Automatic,1,1,1,1,"3,7",1,1,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-2-0-l-off-road-crossover-2020-gasoline-electricity-27211201.html,1,4,1,1,1,1,Italy,0,42,Toyota,C-HR,135.0,Very Low,6447
117,Gray / silver,Off-road / Crossover,17400,1,1,2016,All wheel (4х4),Petrol / electricity,1,1,1,5,154000,Automatic,1,1,1,0,"5,1",0,1,0,1,1,1,1,1,1,1,0,0,1,1,https://en.autoplius.lt/ads/toyota-rav4-2-5-l-off-road-crossover-2016-gasoline-electricity-27211145.html,1,5,1,1,1,1,Italy,0,49,Toyota,RAV4,145.0,Very Low,6448
239,Black,Off-road / Crossover,17449,1,1,2014,All wheel (4х4),Diesel,0,1,1,5,255965,Automatic,1,1,1,0,"11,5",1,1,0,1,1,1,1,0,1,1,0,0,1,1,https://en.autoplius.lt/ads/volkswagen-touareg-4-1-l-off-road-crossover-2014-diesel-27196293.html,1,"9,1",1,1,1,1,Lithuania,1,74,Volkswagen,Touareg,250.0,Very Low,6449
145,Gray / silver,Off-road / Crossover,17450,1,0,2021,Front wheel drive (FWD),Petrol,0,1,1,5,94896,Automatic,0,1,1,0,"7,8",0,1,0,1,1,0,1,0,1,1,1,0,0,0,https://en.autoplius.lt/ads/volkswagen-t-cross-1-0-l-off-road-crossover-2021-petrol-27041011.html,1,"6,4",1,1,1,1,Lithuania,0,62,Volkswagen,T-Cross,81.0,Very Low,6450
0,Gray / silver,Wagon,17450,1,1,2017,All wheel (4х4),Diesel,1,1,1,5,234500,Automatic,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,https://en.autoplius.lt/ads/volvo-v90-2-0-l-wagon-2017-diesel-27166531.html,1,0,1,1,1,1,0,1,0,Volvo,V90,173.0,Low,6451
225,Black,Passenger minibus,17450,1,1,2013,All wheel (4х4),Diesel,1,1,1,9,241000,Automatic,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/volkswagen-caravelle-2-0-l-passenger-minibus-2013-diesel-26241682.html,1,0,1,1,0,1,0,0,0,Volkswagen,Caravelle,132.0,Low,6452
164,Black,Off-road / Crossover,17450,1,1,2014,All wheel (4х4),Diesel,1,1,1,7,299900,Automatic,1,1,1,0,"7,1",1,1,0,1,1,1,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/bmw-x5-3-0-l-off-road-crossover-2014-diesel-27165931.html,1,"6,2",1,1,1,1,France,1,58,BMW,X5,230.0,Low,6453
145,Black,Wagon,17450,1,1,2015,All wheel (4х4),Diesel,1,1,1,5,187000,Automatic,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-alltrack-2-0-l-wagon-2015-diesel-27085363.html,1,8,1,1,1,1,Germany,1,0,Volkswagen,Passat Alltrack,176.0,Low,6454
119,Gray / silver,Wagon,17499,1,1,2016,0,Diesel,1,1,1,5,220387,Automatic,1,1,1,1,"5,4",0,0,0,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2016-diesel-27022519.html,1,"4,6",1,1,1,1,0,1,41,Volkswagen,Passat,140.0,Low,6455
0,Gray / silver,MPV / minivan,17499,1,1,2017,Front wheel drive (FWD),Petrol,0,1,1,7,131939,Automatic,1,1,1,0,"12,3",0,1,0,0,1,0,1,0,1,1,1,1,1,1,https://en.autoplius.lt/ads/chrysler-pacifica-3-6-l-mpv-minivan-2017-petrol-27166935.html,1,"10,7",1,1,1,1,0,1,84,Chrysler,Pacifica,214.0,Very Low,6456
0,Black,MPV / minivan,17499,1,1,2019,Front wheel drive (FWD),Petrol,0,1,1,7,82150,Automatic,1,1,1,0,"12,3",0,0,0,1,1,1,1,0,1,1,1,1,1,1,https://en.autoplius.lt/ads/chrysler-pacifica-3-6-l-mpv-minivan-2019-petrol-27201303.html,1,"10,7",1,1,1,1,0,1,84,Chrysler,Pacifica,214.0,Very Low,6457
134,Gray / silver,Hatchback,17499,1,1,2017,Front wheel drive (FWD),Petrol,1,1,1,5,116500,Automatic,1,1,1,1,8,1,1,0,0,1,1,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/skoda-superb-1-8-l-hatchback-2017-petrol-27133975.html,1,7,1,1,1,1,Lithuania,1,5,Skoda,Superb,132.0,Low,6458
119,Gray / silver,Wagon,17499,1,1,2016,0,Diesel,1,1,1,5,220387,Automatic,1,1,1,1,"5,4",0,0,0,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2016-diesel-27022519.html,1,"4,6",1,1,1,1,0,1,41,Volkswagen,Passat,140.0,Low,6459
149,White,Off-road / Crossover,17500,1,1,2018,All wheel (4х4),Petrol,0,1,1,4,49784,Automatic,0,0,0,0,"7,7",0,1,0,1,0,0,1,0,1,0,1,0,1,1,https://en.autoplius.lt/ads/bmw-x1-2-0-l-off-road-crossover-2018-petrol-26636345.html,0,"6,4",1,1,0,1,USA,1,57,BMW,X1,185.0,Low,6460
137,White,Saloon / sedan,17500,0,1,2018,Front wheel drive (FWD),Petrol,1,1,1,5,68000,Automatic,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,https://en.autoplius.lt/ads/audi-a6-2-0-l-saloon-sedan-2018-petrol-27022559.html,1,0,1,1,1,1,0,1,0,Audi,A6,185.0,Low,6461
120,Blue,Off-road / Crossover,17500,1,1,2019,Front wheel drive (FWD),Petrol,1,1,1,5,70000,Automatic,0,1,1,1,"6,3",1,1,0,1,1,1,1,0,1,1,1,0,0,0,https://en.autoplius.lt/ads/peugeot-3008-1-2-l-off-road-crossover-2019-petrol-26065088.html,1,"5,2",1,1,1,1,Latvia,1,47,Peugeot,3008,96.0,Very Low,6462
143,White,Commercial,17500,1,0,2023,Front wheel drive (FWD),Diesel,0,1,0,5,22000,Manual,0,1,0,0,"4,9",0,0,1,0,1,1,0,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/peugeot-partner-1-5-l-commercial-2023-diesel-27120555.html,0,"4,4",1,1,0,1,Lithuania,0,41,Peugeot,Partner,75.0,Low,6463
138,Black,Wagon,17500,1,1,2015,All wheel (4х4),Diesel,1,1,1,5,252000,Automatic,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,https://en.autoplius.lt/ads/audi-a6-3-0-l-wagon-2015-diesel-27211235.html,1,0,1,0,1,1,Germany,0,0,Audi,A6,200.0,Low,6464
121,Black,MPV / minivan,17500,1,1,2018,Front wheel drive (FWD),Diesel,1,1,1,5,172000,Automatic,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,https://en.autoplius.lt/ads/volkswagen-touran-2-0-l-mpv-minivan-2018-diesel-27083841.html,1,0,1,0,0,1,Germany,1,0,Volkswagen,Touran,110.0,Low,6465
145,White,Off-road / Crossover,17500,1,1,2014,All wheel (4х4),Petrol / electricity,1,1,1,5,292400,Automatic,1,1,1,0,"6,5",1,0,0,1,1,1,1,0,1,0,1,1,1,1,https://en.autoplius.lt/ads/lexus-rx-450h-3-5-l-off-road-crossover-2014-gasoline-electricity-27126985.html,1,"6,3",1,1,0,1,Holland,1,6,Lexus,RX 450h,220.0,Very Low,6466
86,White,Off-road / Crossover,17500,1,1,2018,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,77706,Automatic,0,1,1,1,"3,4",1,0,0,1,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/toyota-c-hr-1-8-l-off-road-crossover-2018-gasoline-electricity-27088553.html,1,"3,8",1,1,1,1,Finland,0,41,Toyota,C-HR,90.0,Low,6467
97,Red / crimson,Hatchback,17500,0,1,2023,Front wheel drive (FWD),Petrol / electricity,0,0,0,5,31905,Automatic,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,https://en.autoplius.lt/ads/toyota-yaris-1-5-l-hatchback-2023-gasoline-electricity-26752247.html,1,0,1,1,1,1,0,0,0,Toyota,Yaris,85.0,Very Low,6468
130,Black,Saloon / sedan,17500,0,1,2018,Front wheel drive (FWD),Diesel,1,1,0,5,118617,Automatic,0,1,1,1,"6,7",0,1,1,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-saloon-sedan-2018-diesel-27196309.html,1,"6,4",1,1,1,1,Lithuania,1,56,Volkswagen,Passat,140.0,Low,6469
130,White,Wagon,17500,1,1,2017,Front wheel drive (FWD),Petrol,1,1,1,5,180287,Automatic,1,1,1,1,"7,1",1,1,0,1,0,1,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-1-8-l-wagon-2017-petrol-26840387.html,1,"5,8",0,1,1,1,Lithuania,1,5,Volkswagen,Passat,132.0,Low,6470
112,Gray / silver,Off-road / Crossover,17500,0,0,2021,Front wheel drive (FWD),Petrol,0,1,0,5,72624,Automatic,1,1,1,1,"7,8",0,1,0,0,0,1,1,1,1,1,1,0,0,0,https://en.autoplius.lt/ads/volkswagen-t-cross-1-0-l-off-road-crossover-2021-petrol-27130919.html,1,"6,4",0,1,1,1,Lithuania,0,62,Volkswagen,T-Cross,81.0,Very Low,6471
77,Green / olive,Saloon / sedan,17500,0,0,2019,Front wheel drive (FWD),Petrol / electricity,0,1,1,5,74776,Automatic,0,1,1,1,"3,1",0,0,0,1,0,1,1,1,0,1,1,1,0,1,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-saloon-sedan-2019-gasoline-electricity-27150367.html,1,"3,4",0,1,1,1,0,0,35,Toyota,Corolla,90.0,Low,6472
156,Black,Off-road / Crossover,17500,1,0,2020,Front wheel drive (FWD),Diesel,1,0,1,5,207700,Automatic,1,1,1,1,"7,6",1,1,1,1,1,1,0,0,1,0,0,1,0,1,https://en.autoplius.lt/ads/volvo-xc40-2-0-l-off-road-crossover-2020-diesel-27120681.html,1,6,1,1,1,1,0,0,58,Volvo,XC40,110.0,Low,6473
216,Gray / silver,Off-road / Crossover,17500,0,1,2017,Front wheel drive (FWD),Petrol,0,1,1,5,85459,Automatic,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,https://en.autoplius.lt/ads/volvo-xc60-2-0-l-off-road-crossover-2017-petrol-27117365.html,0,0,1,1,0,1,0,0,0,Volvo,XC60,179.0,Low,6474
141,Black,Wagon,17500,1,1,2019,0,Diesel,1,1,1,5,183725,Automatic,0,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,https://en.autoplius.lt/ads/volvo-v60-2-0-l-wagon-2019-diesel-26914569.html,1,0,1,0,1,1,Germany,1,0,Volvo,V60,140.0,Low,6475
184,White,Saloon / sedan,17500,0,0,2019,0,Petrol,0,0,0,5,55500,Automatic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://en.autoplius.lt/ads/bmw-750-4-4-l-saloon-sedan-2019-petrol-27204117.html,0,0,0,0,0,0,0,0,0,BMW,750,116.0,Low,6476
132,Gray / silver,Wagon,17500,0,0,2020,0,Diesel,1,1,0,0,101000,Automatic,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0,https://en.autoplius.lt/ads/mercedes-benz-e200-1-6-l-wagon-2020-diesel-26847609.html,1,0,1,1,0,1,0,0,0,Mercedes-Benz,E200,118.0,Very Low,6477
77,Green / olive,Saloon / sedan,17500,1,0,2020,Front wheel drive (FWD),Petrol / electricity,1,1,1,5,102000,Automatic,0,1,1,1,"4,2",0,1,0,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/toyota-corolla-1-8-l-saloon-sedan-2020-gasoline-electricity-27221317.html,1,"4,5",1,1,1,1,Lithuania,0,45,Toyota,Corolla,90.0,Low,6478
162,Gray / silver,MPV / minivan,17500,0,0,2020,All wheel (4х4),Diesel,0,1,1,5,97500,Manual,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,https://en.autoplius.lt/ads/volkswagen-caddy-2-0-l-mpv-minivan-2020-diesel-27207223.html,0,0,0,0,0,1,Lithuania,0,0,Volkswagen,Caddy,90.0,Low,6479
119,Gray / silver,Saloon / sedan,17500,0,0,2021,Front wheel drive (FWD),Petrol,1,1,0,5,99400,Automatic,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,0,https://en.autoplius.lt/ads/volkswagen-passat-1-5-l-saloon-sedan-2021-petrol-27207147.html,1,0,1,0,0,1,Lithuania,0,0,Volkswagen,Passat,110.0,Very Low,6480
294,Blue,Off-road / Crossover,17500,0,0,1996,All wheel (4х4),Diesel,0,0,1,6,350000,Manual,1,0,0,0,15,0,0,1,0,1,0,0,0,0,0,1,0,0,1,https://en.autoplius.lt/ads/toyota-land-cruiser-4-2-l-off-road-crossover-1996-diesel-22615770.html,0,0,0,0,0,0,Estonia,0,13,Toyota,Land Cruiser,96.0,Very Low,6481
130,White,Off-road / Crossover,17545,1,1,2019,Front wheel drive (FWD),Petrol,1,1,1,5,188000,Manual,0,1,1,1,"7,1",0,0,0,1,1,0,1,0,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-tiguan-1-5-l-off-road-crossover-2019-petrol-27135391.html,1,"5,7",1,0,1,1,Holland,0,5,Volkswagen,Tiguan,96.0,Very Low,6482
0,Black,Off-road / Crossover,17545,1,1,2019,Front wheel drive (FWD),Petrol,0,1,1,7,217000,Automatic,0,1,0,1,"7,4",0,1,0,0,1,0,1,1,1,1,1,1,1,1,https://en.autoplius.lt/ads/volkswagen-tiguan-allspace-1-5-l-off-road-crossover-2019-petrol-27098011.html,1,"6,1",1,0,0,1,Holland,0,55,Volkswagen,Tiguan Allspace,110.0,Very Low,6483
175,White,Off-road / Crossover,17545,1,1,2019,Front wheel drive (FWD),Petrol,1,1,1,5,210000,Automatic,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1,https://en.autoplius.lt/ads/skoda-kodiaq-1-5-l-off-road-crossover-2019-petrol-26274442.html,1,0,1,0,1,1,Holland,1,0,Skoda,Kodiaq,110.0,Very Low,6484
125,Black,Off-road / Crossover,17545,1,1,2019,Front wheel drive (FWD),Petrol,1,1,1,5,214000,Automatic,0,1,1,0,"6,6",1,1,0,1,0,0,1,0,1,1,1,0,1,1,https://en.autoplius.lt/ads/skoda-karoq-1-5-l-off-road-crossover-2019-petrol-26457908.html,1,"5,5",1,0,1,1,Holland,0,49,Skoda,Karoq,110.0,Very Low,6485
0,Black,Wagon,17545,1,1,2018,Front wheel drive (FWD),Diesel,1,1,1,5,193000,Automatic,0,1,1,0,"5,6",1,1,0,1,1,0,1,0,1,1,0,0,1,1,https://en.autoplius.lt/ads/volvo-v90-2-0-l-wagon-2018-diesel-26718231.html,1,"4,8",1,0,0,1,Holland,1,44,Volvo,V90,140.0,Low,6486
0,Gray / silver,Wagon,17545,1,1,2020,Front wheel drive (FWD),Diesel,1,1,1,5,123653,Automatic,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,https://en.autoplius.lt/ads/volkswagen-passat-2-0-l-wagon-2020-diesel-27216565.html,1,0,1,1,1,1,Belgium,0,0,Volkswagen,Passat,85.0,Very Low,6487
